,precision,recall,f1-score,support
0,0.8740627390971691,0.9643761607293602,0.917001123775887,5923.0
1,0.9053337056688076,0.9617324236131711,0.9326812428078249,6742.0
2,0.8695955369595537,0.8371936891574354,0.8530870531896699,5958.0
3,0.8436381386267491,0.8457021693035394,0.8446688930520485,6131.0
4,0.8619233268356076,0.9082505991098939,0.884480746791132,5842.0
5,0.8748040313549832,0.7205312672938572,0.7902083754804774,5421.0
6,0.8881799330036688,0.9408583981074687,0.913760564535981,5918.0
7,0.8769810136513416,0.892098962490024,0.8844753916758982,6265.0
8,0.8462966400594023,0.779183045633225,0.8113543335113008,5851.0
9,0.860509443770577,0.8347621448983022,0.8474402730375427,5949.0
accuracy,0.87105,0.87105,0.87105,0.87105
macro avg,0.8701324509027859,0.8684688860336278,0.8679157997857763,60000.0
weighted avg,0.8705547504964388,0.87105,0.8694879684503827,60000.0
