,precision,recall,f1-score,support
0,0.7729072398190046,0.9228431538071923,0.8412466333205079,5923.0
1,0.8148963730569948,0.9331059032927914,0.8700041488037615,6742.0
2,0.8632993512511585,0.6253776435045317,0.725326065797158,5958.0
3,0.7472343278578613,0.7271244495188387,0.7370422418781516,6131.0
4,0.6979651549408166,0.8983224922971585,0.7855699423695832,5842.0
5,0.8118770764119602,0.3606345692676628,0.49942521394814154,5421.0
6,0.8073890864121194,0.8825616762419737,0.8433034633083071,5918.0
7,0.8204437400950871,0.8263367916999201,0.8233797216699801,6265.0
8,0.5816908713692946,0.7667065458895915,0.6615055666150558,5851.0
9,0.8529281277728483,0.6463271138006388,0.7353925600076504,5949.0
accuracy,0.7645833333333333,0.7645833333333333,0.7645833333333333,0.7645833333333333
macro avg,0.7770631348987147,0.7589340339320299,0.7522195557718296,60000.0
weighted avg,0.7778540259904618,0.7645833333333333,0.7563286235895652,60000.0
