,precision,recall,f1-score,support
0,0.8759012118423071,0.9640384940064156,0.9178588651342227,5923.0
1,0.9042642140468228,0.9624740433105903,0.9324615605690473,6742.0
2,0.8687238493723849,0.8363544813695871,0.8522319138019497,5958.0
3,0.8430034129692833,0.8460283803620943,0.844513187886682,6131.0
4,0.8587203637544657,0.905169462512838,0.8813333333333333,5842.0
5,0.8744685611993734,0.7209002029145914,0.790293225480283,5421.0
6,0.890007993605116,0.9406894221020615,0.914647169966319,5918.0
7,0.8744135126681264,0.8924181963288108,0.883324117228849,6265.0
8,0.8416172106824926,0.775593915569988,0.8072578493284711,5851.0
9,0.8625608907446068,0.8334173810724491,0.847738736428144,5949.0
accuracy,0.8703166666666666,0.8703166666666666,0.8703166666666666,0.8703166666666666
macro avg,0.8693681220884979,0.8677083979549426,0.8671659959157301,60000.0
weighted avg,0.8697817710900038,0.8703166666666666,0.8687456978550843,60000.0
