,precision,recall,f1-score,support
0,0.8763820638820639,0.963531993921999,0.9178930438279052,5923.0
1,0.9066480055983205,0.9608424799762681,0.9329588824080075,6742.0
2,0.866481223922114,0.8365223229271568,0.8512382578992314,5958.0
3,0.8388602704443013,0.8499429130647529,0.8443652272543142,6131.0
4,0.857535575679172,0.9077370763437179,0.8819225012472977,5842.0
5,0.8777450758433326,0.7151817007932116,0.7881683268957105,5421.0
6,0.8877893056664007,0.9398445420750253,0.9130755971435607,5918.0
7,0.874551412076767,0.8946528332003192,0.8844879280416601,6265.0
8,0.8421248142644874,0.7749102717484191,0.8071206052514464,5851.0
9,0.8639860139860139,0.830727853420743,0.8470305938812238,5949.0
accuracy,0.87005,0.87005,0.87005,0.87005
macro avg,0.8692103761362974,0.8673893987471614,0.8668260963850358,60000.0
weighted avg,0.8696180825110458,0.87005,0.8684394617072976,60000.0
