,precision,recall,f1-score,support
0,0.8678353658536585,0.9611683268613878,0.9121204838580469,5923.0
1,0.8956894169660127,0.9615840996736873,0.9274678111587982,6742.0
2,0.8652097902097902,0.8306478684122188,0.8475766398355882,5958.0
3,0.8188554311839823,0.8471701190670363,0.8327721661054994,6131.0
4,0.8514101531023368,0.9043135912358782,0.8770648294181124,5842.0
5,0.9003487792725461,0.6666666666666666,0.7660837307896131,5421.0
6,0.8756476683937824,0.9423791821561338,0.9077887197851388,5918.0
7,0.8674810576774393,0.8954509177972865,0.8812441093308199,6265.0
8,0.8342592592592593,0.7699538540420441,0.8008177050928806,5851.0
9,0.860661505981703,0.8223230795091612,0.8410556176394739,5949.0
accuracy,0.8633333333333333,0.8633333333333333,0.8633333333333333,0.8633333333333333
macro avg,0.8637398427900511,0.8601657705421502,0.8593991813013971,60000.0
weighted avg,0.8637859383261662,0.8633333333333333,0.8611688377968316,60000.0
