,precision,recall,f1-score,support
0,0.8737373737373737,0.9638696606449434,0.9165930801958737,5923.0
1,0.9071458537267515,0.9621773954316226,0.93385157993234,6742.0
2,0.866886497743839,0.8383685800604229,0.8523890784982935,5958.0
3,0.8430100551410963,0.8478225411841461,0.8454094494592176,6131.0
4,0.8598994648937895,0.9077370763437179,0.8831709551169956,5842.0
5,0.8751388580315486,0.7266187050359713,0.7939931465430358,5421.0
6,0.8897952655150352,0.9400135180804325,0.9142152834839771,5918.0
7,0.8780181875195986,0.8938547486033519,0.8858656964328087,6265.0
8,0.8490919303501216,0.7750811827038113,0.8104002859185132,5851.0
9,0.8622129436325678,0.8330811901159859,0.8473967684021545,5949.0
accuracy,0.8714166666666666,0.8714166666666666,0.8714166666666666,0.8714166666666666
macro avg,0.8704936430291721,0.8688624598204406,0.868328532398321,60000.0
weighted avg,0.8709353774612598,0.8714166666666666,0.8698926546896323,60000.0
