,precision,recall,f1-score,support
0,0.8736406800428856,0.9630254938375823,0.9161580469000964,5923.0
1,0.9058396200055882,0.9617324236131711,0.9329496402877697,6742.0
2,0.8685584958217271,0.8373615307150051,0.8526747564518885,5958.0
3,0.8367544852109261,0.8443973250693199,0.840558532229258,6131.0
4,0.8609756097560975,0.906367682300582,0.8830887258172114,5842.0
5,0.8811316449920146,0.7124146836377052,0.7878416972664218,5421.0
6,0.8848417369174487,0.9400135180804325,0.911593609176567,5918.0
7,0.8720857942182157,0.89561053471668,0.8836916292621466,6265.0
8,0.8411786508524833,0.7757648265253803,0.8071485729527874,5851.0
9,0.8640963014654571,0.832576903681291,0.8480438318637104,5949.0
accuracy,0.8696166666666667,0.8696166666666667,0.8696166666666667,0.8696166666666667
macro avg,0.8689103019282844,0.8669264922177149,0.8663749042207858,60000.0
weighted avg,0.8692591329335503,0.8696166666666667,0.8679787236048503,60000.0
