,precision,recall,f1-score,support
0,0.8699496874523556,0.9633631605605267,0.9142765582438711,5923.0
1,0.9011660188784009,0.9629190151290419,0.9310196472106697,6742.0
2,0.8686373972363127,0.833501174890903,0.8507066381156317,5958.0
3,0.8368794326241135,0.8468439080084815,0.8418321848398865,6131.0
4,0.8552525415523641,0.9072235535775419,0.8804717999833873,5842.0
5,0.8842056507642427,0.7042980999815532,0.7840640722866825,5421.0
6,0.8848783590395929,0.9403514700912471,0.9117719341361514,5918.0
7,0.8762741100831112,0.8919393455706305,0.8840373358645783,6265.0
8,0.8378078133678948,0.7733720731498889,0.8043014575186633,5851.0
9,0.8634461109173351,0.8322407127248277,0.8475562783531627,5949.0
accuracy,0.8683833333333333,0.8683833333333333,0.8683833333333333,0.8683833333333333
macro avg,0.8678497121915723,0.8656052513684642,0.8650037906552687,60000.0
weighted avg,0.8681584791847088,0.8683833333333333,0.8666424287627018,60000.0
