,precision,recall,f1-score,support
0,0.5913186952658966,0.7865946310991052,0.6751195478916099,5923.0
1,0.6075212964886765,0.8673983981014536,0.7145650048875856,6742.0
2,0.7430830039525692,0.031554212823095,0.06053775559491226,5958.0
3,0.7564516129032258,0.22948947969336161,0.35214616443498936,6131.0
4,0.43915483079081186,0.8574118452584731,0.5808209647495363,5842.0
5,0.11138613861386139,0.03320420586607637,0.05115816399033679,5421.0
6,0.7194872747538548,0.6544440689422102,0.6854260684895142,5918.0
7,0.7580355360351367,0.6060654429369513,0.6735852403760867,6265.0
8,0.29732510288065844,0.8396855238420783,0.4391508379888268,5851.0
9,0.7432432432432432,0.05547150781643974,0.1032379164711403,5949.0
accuracy,0.5034,0.5034,0.5034,0.5034
macro avg,0.5767006734927934,0.4961319316379244,0.43357476648745374,60000.0
weighted avg,0.5833495154068924,0.5034,0.44110839720990813,60000.0
