,precision,recall,f1-score,support
0,0.8591485507246377,0.9608306601384433,0.9071491193113892,5923.0
1,0.8865219172470299,0.9629190151290419,0.9231425524351226,6742.0
2,0.8609513852587559,0.8293051359516617,0.8448320082072326,5958.0
3,0.8034860404133889,0.849616702006198,0.8259077215791978,6131.0
4,0.8473760231102552,0.9038000684697022,0.8746790358651536,5842.0
5,0.9219701162147206,0.614646744143147,0.7375760929717764,5421.0
6,0.8686051935935313,0.9438999662047989,0.9046886387561746,5918.0
7,0.8610897927858787,0.8954509177972865,0.8779342723004695,6265.0
8,0.8347826086956521,0.7711502307297898,0.8017057569296376,5851.0
9,0.8640638864241349,0.8184568835098336,0.8406422651933702,5949.0
accuracy,0.8587,0.8587,0.8587,0.8587
macro avg,0.8607995514467985,0.8550076324079903,0.8538257463549523,60000.0
weighted avg,0.8604920302913875,0.8587,0.8558043732529348,60000.0
