,precision,recall,f1-score,support
0,0.8432071269487751,0.9588046598007767,0.8972981513667246,5923.0
1,0.8745452095404932,0.9626223672500741,0.9164724987643861,6742.0
2,0.8606658446362515,0.8200738502853306,0.8398796733992265,5958.0
3,0.7771479713603818,0.8497798075354754,0.8118426178418386,6131.0
4,0.8415526566974229,0.905511811023622,0.8723614775725593,5842.0
5,0.9417348608837971,0.5307138904261206,0.6788579518640868,5421.0
6,0.8570551205281745,0.94322406218317,0.8980773871772183,5918.0
7,0.8459577021148943,0.9002394253790902,0.8722548716362512,6265.0
8,0.8258052573121066,0.7624337720047855,0.7928552386030391,5851.0
9,0.8615523465703971,0.8023197175995965,0.8308817129428149,5949.0
accuracy,0.8481333333333333,0.8481333333333333,0.8481333333333333,0.8481333333333333
macro avg,0.8529224096592694,0.8435723363488041,0.8410781581168146,60000.0
weighted avg,0.8522279151497714,0.8481333333333333,0.8435466581638116,60000.0
