,precision,recall,f1-score,support
0,0.8005657708628006,0.9555968259328044,0.8712383591164473,5923.0
1,0.8461738677771994,0.9644022545238802,0.9014279772632746,6742.0
2,0.866605504587156,0.792715676401477,0.828015427769986,5958.0
3,0.7117687543014453,0.8434186918936551,0.7720214989549118,6131.0
4,0.8248561207030642,0.9077370763437179,0.8643142368185153,5842.0
5,0.9764705882352941,0.2909057369489024,0.4482660602615122,5421.0
6,0.8342054118702347,0.9428861101723556,0.8852224954390417,5918.0
7,0.8199537972855905,0.906464485235435,0.8610416192858767,6265.0
8,0.7903400868306801,0.7467099641086994,0.7679057913700676,5851.0
9,0.8547904191616766,0.7678601445621113,0.8089967236341098,5949.0
accuracy,0.8188666666666666,0.8188666666666666,0.8188666666666666,0.8188666666666666
macro avg,0.8325730321615141,0.8118696966123038,0.8008450189913745,60000.0
weighted avg,0.8311544640229818,0.8188666666666666,0.8053772800618856,60000.0
