,precision,recall,f1-score,support
0,0.8545454545454545,0.9601553266925544,0.9042773095881698,5923.0
1,0.8839711289663625,0.962770691189558,0.9216897408590699,6742.0
2,0.8634129213483146,0.8254447801275596,0.844002059378754,5958.0
3,0.797825088068617,0.849616702006198,0.8229067930489732,6131.0
4,0.8453410182516811,0.9038000684697022,0.8735936465916612,5842.0
5,0.9279770444763271,0.5965688987271721,0.7262519649674377,5421.0
6,0.8653756777691712,0.9438999662047989,0.9029338074840378,5918.0
7,0.8574260445257701,0.8975259377494015,0.8770178585354442,6265.0
8,0.8324094604582409,0.7699538540420441,0.7999644854834415,5851.0
9,0.8617683686176837,0.8142544965540427,0.8373379429559206,5949.0
accuracy,0.8562833333333333,0.8562833333333333,0.8562833333333333,0.8562833333333333
macro avg,0.8590052207027622,0.8523990721763033,0.850997560889291,60000.0
weighted avg,0.8586014478979677,0.8562833333333333,0.853073555410415,60000.0
