,precision,recall,f1-score,support
0,0.8523016944069576,0.9596488266081378,0.9027954256670901,5923.0
1,0.8808845475512143,0.9630673390685257,0.9201445475802452,6742.0
2,0.8611257233035244,0.824269889224572,0.8422948289169024,5958.0
3,0.7906870923706962,0.8502691241233078,0.819396416221314,6131.0
4,0.8422984836392657,0.9032865457035262,0.871727100024779,5842.0
5,0.9366666666666666,0.570190001844678,0.7088636624240339,5421.0
6,0.8617283950617284,0.9435620141939844,0.9007904500725923,5918.0
7,0.8513472600666061,0.8976855546687948,0.8739025716727525,6265.0
8,0.8270399705286424,0.7673901897111605,0.7960992907801419,5851.0
9,0.8601361031518625,0.8073625819465456,0.8329142460764762,5949.0
accuracy,0.8528333333333333,0.8528333333333333,0.8528333333333333,0.8528333333333333
macro avg,0.8564215936747164,0.8486732067093234,0.8468928539436327,60000.0
weighted avg,0.8558855615209423,0.8528333333333333,0.849120413203673,60000.0
